protocol,port,description
TCP,4084,Reserved
UDP,4084,Fortisphere VM Service
TCP,4085,EZNews Newsroom Message Service
UDP,4085,Reserved
TCP,4086,Reserved
UDP,4086,Firewall/NAT state table synchronization
TCP,4087,APplus Service
UDP,4087,Reserved
TCP,4088,Noah Printing Service Protocol
UDP,4088,Reserved
TCP,4089,OpenCORE Remote Control Service
UDP,4089,OpenCORE Remote Control Service
TCP,4090,OMA BCAST Service Guide
UDP,4090,OMA BCAST Service Guide
TCP,4091,EminentWare Installer
UDP,4091,EminentWare Installer
TCP,4092,EminentWare DGS
UDP,4092,EminentWare DGS
TCP,4093,Pvx Plus CS Host
UDP,4093,Pvx Plus CS Host
TCP,4094,sysrq daemon
UDP,4094,sysrq daemon
TCP,4095,xtgui information service
UDP,4095,xtgui information service
TCP,4096,BRE (Bridge Relay Element)
UDP,4096,BRE (Bridge Relay Element)
TCP,4097,Patrol View
UDP,4097,Patrol View
TCP,4098,drmsfsd
UDP,4098,drmsfsd
TCP,4099,DPCP
UDP,4099,DPCP
TCP,4100,IGo Incognito Data Port
UDP,4100,IGo Incognito Data Port
TCP,4101,Braille protocol
UDP,4101,Braille protocol
TCP,4102,Braille protocol
UDP,4102,Braille protocol
TCP,4103,Braille protocol
UDP,4103,Braille protocol
TCP,4104,Braille protocol
UDP,4104,Braille protocol
TCP,4105,Shofar
UDP,4105,Shofar
TCP,4106,Synchronite
UDP,4106,Synchronite
TCP,4107,JDL Accounting LAN Service
UDP,4107,JDL Accounting LAN Service
TCP,4108,ACCEL
UDP,4108,ACCEL
TCP,4109,Instantiated Zero-control Messaging
UDP,4109,Instantiated Zero-control Messaging
TCP,4110,G2 RFID Tag Telemetry Data
UDP,4110,G2 RFID Tag Telemetry Data
TCP,4111,Xgrid
UDP,4111,Xgrid
TCP,4112,Apple VPN Server Reporting Protocol
UDP,4112,Apple VPN Server Reporting Protocol
TCP,4113,AIPN LS Registration
UDP,4113,AIPN LS Registration
TCP,4114,JomaMQMonitor
UDP,4114,JomaMQMonitor
TCP,4115,CDS Transfer Agent
UDP,4115,CDS Transfer Agent
TCP,4116,smartcard-TLS
UDP,4116,smartcard-TLS
TCP,4117,Hillr Connection Manager
UDP,4117,Hillr Connection Manager
TCP,4118,Netadmin Systems NETscript service
UDP,4118,Netadmin Systems NETscript service
TCP,4119,Assuria Log Manager
UDP,4119,Assuria Log Manager
TCP,4120,MiniRem Remote Telemetry and Control
UDP,4120,Reserved
TCP,4121,e-Builder Application Communication
UDP,4121,e-Builder Application Communication
TCP,4122,Fiber Patrol Alarm Service
UDP,4122,Fiber Patrol Alarm Service
TCP,4123,Z-Wave Protocol
UDP,4123,Z-Wave Protocol
TCP,4124,Rohill TetraNode Ip Gateway v2
UDP,4124,Rohill TetraNode Ip Gateway v2
TCP,4125,Opsview Envoy
UDP,4125,Opsview Envoy
TCP,4126,Data Domain Replication Service
UDP,4126,Data Domain Replication Service
TCP,4127,NetUniKeyServer
UDP,4127,NetUniKeyServer
TCP,4128,NuFW decision delegation protocol
UDP,4128,NuFW decision delegation protocol
TCP,4129,NuFW authentication protocol
UDP,4129,NuFW authentication protocol
TCP,4130,FRONET message protocol
UDP,4130,FRONET message protocol
TCP,4131,Global Maintech Stars
UDP,4131,Global Maintech Stars
TCP,4132,NUTS Daemon
UDP,4132,NUTS Daemon
TCP,4133,NUTS Bootp Server
UDP,4133,NUTS Bootp Server
TCP,4134,NIFTY-Serve HMI protocol
UDP,4134,NIFTY-Serve HMI protocol
TCP,4135,Classic Line Database Server Attach
UDP,4135,Classic Line Database Server Attach
TCP,4136,Classic Line Database Server Request
UDP,4136,Classic Line Database Server Request
TCP,4137,Classic Line Database Server Remote
UDP,4137,Classic Line Database Server Remote
TCP,4138,nettest
UDP,4138,nettest
TCP,4139,Imperfect Networks Server
UDP,4139,Imperfect Networks Server
TCP,4140,Cedros Fraud Detection System
UDP,4140,Cedros Fraud Detection System
TCP,4141,Workflow Server
UDP,4141,Workflow Server
TCP,4142,Document Server
UDP,4142,Document Server
TCP,4143,Document Replication
UDP,4143,Document Replication
TCP,4145,VVR Control
UDP,4145,VVR Control
TCP,4146,TGCConnect Beacon
UDP,4146,TGCConnect Beacon
TCP,4147,Multum Service Manager
UDP,4147,Multum Service Manager
TCP,4148,HHB Handheld Client
UDP,4148,HHB Handheld Client
TCP,4149,A10 GSLB Service
UDP,4149,A10 GSLB Service
TCP,4150,PowerAlert Network Shutdown Agent
UDP,4150,PowerAlert Network Shutdown Agent
TCP,4151,Men & Mice Remote Control
UDP,4151,Men & Mice Remote Control
TCP,4152,iDigTech Multiplex
UDP,4152,iDigTech Multiplex
TCP,4153,MBL Remote Battery Monitoring
UDP,4153,MBL Remote Battery Monitoring
TCP,4154,atlinks device discovery
UDP,4154,atlinks device discovery
TCP,4155,Bazaar version control system
UDP,4155,Bazaar version control system
TCP,4156,STAT Results
UDP,4156,STAT Results
TCP,4157,STAT Scanner Control
UDP,4157,STAT Scanner Control
TCP,4158,STAT Command Center
UDP,4158,STAT Command Center
TCP,4159,Network Security Service
UDP,4159,Network Security Service
TCP,4160,Jini Discovery
UDP,4160,Jini Discovery
TCP,4161,OMS Contact
UDP,4161,OMS Contact
TCP,4162,OMS Topology
UDP,4162,OMS Topology
TCP,4163,Silver Peak Peer Protocol
UDP,4163,Silver Peak Peer Protocol
TCP,4164,Silver Peak Communication Protocol
UDP,4164,Silver Peak Communication Protocol
TCP,4165,ArcLink over Ethernet
UDP,4165,ArcLink over Ethernet
TCP,4166,Joost Peer to Peer Protocol
UDP,4166,Joost Peer to Peer Protocol
TCP,4167,DeskDirect Global Network
UDP,4167,DeskDirect Global Network
TCP,4168,PrintSoft License Server
UDP,4168,PrintSoft License Server
TCP,4169,Automation Drive Interface Transport
UDP,4169,Internet ADT Discovery Protocol
TCP,4170,SMPTE Content Synchonization Protocol
UDP,4170,Reserved
TCP,4171,Maxlogic Supervisor Communication
UDP,4171,Reserved
TCP,4172,PC over IP
UDP,4172,PC over IP
TCP,4173,Reserved
UDP,4173,MMA Device Discovery
TCP,4174,StorMagic Cluster Services
UDP,4174,StorMagic Discovery
TCP,4175,Brocade Cluster Communication Protocol
UDP,4175,Reserved
TCP,4176,Translattice Cluster IPC Proxy
UDP,4176,Reserved
TCP,4177,Wello P2P pubsub service
UDP,4177,Wello P2P pubsub service
TCP,4178,StorMan
UDP,4178,StorMan
TCP,4179,Maxum Services
UDP,4179,Maxum Services
TCP,4180,HTTPX
UDP,4180,HTTPX
TCP,4181,MacBak
UDP,4181,MacBak
TCP,4182,Production Company Pro TCP Service
UDP,4182,Production Company Pro TCP Service
TCP,4183,CyborgNet communications protocol
UDP,4183,CyborgNet communications protocol
TCP,4184,UNIVERSE SUITE MESSAGE SERVICE
UDP,4184,UNIVERSE SUITE MESSAGE SERVICE
TCP,4185,Woven Control Plane Protocol
UDP,4185,Woven Control Plane Protocol
TCP,4186,Box Backup Store Service
UDP,4186,Reserved
TCP,4187,Cascade Proxy
UDP,4187,Reserved
TCP,4188,Vatata Peer to Peer Protocol
UDP,4188,Vatata Peer to Peer Protocol
TCP,4189,Path Computation Element Communication Protocol
UDP,4189,Reserved
TCP,4190,ManageSieve Protocol
UDP,4190,Reserved
TCP,4191,Reserved
UDP,4191,Dual Stack MIPv6 NAT Traversal
TCP,4192,Azeti Agent Service
UDP,4192,azeti blinddate
TCP,4193,PxPlus remote file srvr
UDP,4193,Reserved
TCP,4194,Security Protocol and Data Model
UDP,4194,Reserved
TCP,4195,AWS protocol for cloud remoting solution
UDP,4195,AWS protocol for cloud remoting solution
SCTP,4195,AWS protocol for cloud remoting solution
DCCP,4195,AWS protocol for cloud remoting solution
TCP,4197,Harman HControl Protocol
UDP,4197,Harman HControl Protocol
TCP,4199,EIMS ADMIN
UDP,4199,EIMS ADMIN
TCP,4300,Corel CCam
UDP,4300,Corel CCam
TCP,4301,Diagnostic Data
UDP,4301,Diagnostic Data
TCP,4302,Diagnostic Data Control
UDP,4302,Diagnostic Data Control
TCP,4303,Simple Railroad Command Protocol
UDP,4303,Simple Railroad Command Protocol
TCP,4304,One-Wire Filesystem Server
UDP,4304,One-Wire Filesystem Server
TCP,4305,better approach to mobile ad-hoc networking
UDP,4305,better approach to mobile ad-hoc networking
TCP,4306,Hellgate London
UDP,4306,Hellgate London
TCP,4307,TrueConf Videoconference Service
UDP,4307,TrueConf Videoconference Service
TCP,4308,CompX-LockView
UDP,4308,CompX-LockView
TCP,4309,Exsequi Appliance Discovery
UDP,4309,Exsequi Appliance Discovery
TCP,4310,Mir-RT exchange service
UDP,4310,Mir-RT exchange service
TCP,4311,P6R Secure Server Management Console
UDP,4311,Reserved
TCP,4312,Parascale Membership Manager
UDP,4312,Reserved
TCP,4313,PERRLA User Services
UDP,4313,Reserved
TCP,4314,ChoiceView Agent
UDP,4314,Reserved
TCP,4316,ChoiceView Client
UDP,4316,Reserved
TCP,4317,OpenTelemetry Protocol
UDP,4317,Reserved
TCP,4319,Fox SkyTale encrypted communication
UDP,4319,Fox SkyTale encrypted communication
TCP,4320,FDT Remote Categorization Protocol
UDP,4320,FDT Remote Categorization Protocol
TCP,4321,Remote Who Is
UDP,4321,Remote Who Is
TCP,4322,TRIM Event Service
UDP,4322,TRIM Event Service
TCP,4323,TRIM ICE Service
UDP,4323,TRIM ICE Service
TCP,4325,Cadcorp GeognoSIS Administrator
UDP,4325,Cadcorp GeognoSIS Administrator
TCP,4326,Cadcorp GeognoSIS
UDP,4326,Cadcorp GeognoSIS
TCP,4327,Jaxer Web Protocol
UDP,4327,Jaxer Web Protocol
TCP,4328,Jaxer Manager Command Protocol
UDP,4328,Jaxer Manager Command Protocol
TCP,4329,PubliQare Distributed Environment Synchronisation Engine
UDP,4329,Reserved
TCP,4330,DEY Storage Administration REST API
UDP,4330,Reserved
TCP,4331,ktickets REST API for event management and ticketing systems (embedded POS devices)
UDP,4331,Reserved
TCP,4332,Getty Images FOCUS service
UDP,4332,Reserved
TCP,4333,ArrowHead Service Protocol (AHSP)
UDP,4333,ArrowHead Service Protocol (AHSP)
SCTP,4333,ArrowHead Service Protocol (AHSP)
TCP,4334,NETCONF Call Home (SSH)
UDP,4334,Reserved
TCP,4335,NETCONF Call Home (TLS)
UDP,4335,Reserved
TCP,4336,RESTCONF Call Home (TLS)
UDP,4336,Reserved
TCP,4340,Gaia Connector Protocol
UDP,4340,Gaia Connector Protocol
TCP,4341,Reserved
UDP,4341,LISP Data Packets
TCP,4342,Reserved
UDP,4342,LISP Control Packets
TCP,4343,UNICALL
UDP,4343,UNICALL
TCP,4344,VinaInstall
UDP,4344,VinaInstall
TCP,4345,Macro 4 Network AS
UDP,4345,Macro 4 Network AS
TCP,4346,ELAN LM
UDP,4346,ELAN LM
TCP,4347,LAN Surveyor
UDP,4347,LAN Surveyor
TCP,4348,ITOSE
UDP,4348,ITOSE
TCP,4349,File System Port Map
UDP,4349,File System Port Map
TCP,4350,Net Device
UDP,4350,Net Device
TCP,4351,PLCY Net Services
UDP,4351,PLCY Net Services
TCP,4352,Projector Link
UDP,4352,Projector Link
TCP,4353,F5 iQuery
UDP,4353,F5 iQuery
TCP,4354,QSNet Transmitter
UDP,4354,QSNet Transmitter
TCP,4355,QSNet Workstation
UDP,4355,QSNet Workstation
TCP,4356,QSNet Assistant
UDP,4356,QSNet Assistant
TCP,4357,QSNet Conductor
UDP,4357,QSNet Conductor
TCP,4358,QSNet Nucleus
UDP,4358,QSNet Nucleus
TCP,4359,OMA BCAST Long-Term Key Messages
UDP,4359,OMA BCAST Long-Term Key Messages
TCP,4360,Matrix VNet Communication Protocol
UDP,4360,Reserved
TCP,4361,Reserved
UDP,4361,NavCom Discovery and Control Port
TCP,4362,Reserved
UDP,4362,AFORE vNode Discovery protocol
UDP,4366,ShadowStream System
TCP,4366,Reserved
TCP,4368,WeatherBrief Direct
UDP,4368,WeatherBrief Direct
TCP,4369,Erlang Port Mapper Daemon
UDP,4369,Erlang Port Mapper Daemon
TCP,4370,ELPRO V2 Protocol Tunnel
UDP,4370,ELPRO V2 Protocol Tunnel
TCP,4371,LAN2CAN Control
UDP,4371,LAN2CAN Discovery
TCP,4372,LAN2CAN Data
UDP,4372,LAN2CAN Data
TCP,4373,Remote Authenticated Command Service
UDP,4373,Remote Authenticated Command Service
TCP,4374,PSI Push-to-Talk Protocol
UDP,4374,Reserved
TCP,4375,Toltec EasyShare
UDP,4375,Toltec EasyShare
TCP,4376,BioAPI Interworking
UDP,4376,BioAPI Interworking
TCP,4377,Cambridge Pixel SPx Server
UDP,4377,Cambridge Pixel SPx Server
TCP,4378,Cambridge Pixel SPx Display
UDP,4378,Cambridge Pixel SPx Display
TCP,4379,CTDB
UDP,4379,CTDB
TCP,4389,Xandros Community Management Service
UDP,4389,Xandros Community Management Service
TCP,4390,Physical Access Control
UDP,4390,Physical Access Control
TCP,4391,American Printware IMServer Protocol
UDP,4391,Reserved
TCP,4392,American Printware RXServer Protocol
UDP,4392,Reserved
TCP,4393,American Printware RXSpooler Protocol
UDP,4393,Reserved
TCP,4394,Reserved
UDP,4394,American Printware Discovery
TCP,4395,OmniVision communication for Virtual environments
UDP,4395,OmniVision communication for Virtual environments
TCP,4396,Fly Object Space
UDP,4396,Reserved
TCP,4400,ASIGRA Services
UDP,4400,ASIGRA Services
TCP,4401,ASIGRA Televaulting DS-System Service
UDP,4401,ASIGRA Televaulting DS-System Service
TCP,4402,ASIGRA Televaulting DS-Client Service
UDP,4402,ASIGRA Televaulting DS-Client Service
TCP,4403,ASIGRA Televaulting DS-Client Monitoring/Management
UDP,4403,ASIGRA Televaulting DS-Client Monitoring/Management
TCP,4404,ASIGRA Televaulting DS-System Monitoring/Management
UDP,4404,ASIGRA Televaulting DS-System Monitoring/Management
TCP,4405,ASIGRA Televaulting Message Level Restore service
UDP,4405,ASIGRA Televaulting Message Level Restore service
TCP,4406,ASIGRA Televaulting DS-Sleeper Service
UDP,4406,ASIGRA Televaulting DS-Sleeper Service
TCP,4407,Network Access Control Agent
UDP,4407,Reserved
TCP,4408,SLS Technology Control Centre
UDP,4408,Reserved
TCP,4409,Net-Cabinet comunication
UDP,4409,Reserved
TCP,4410,RIB iTWO Application Server
UDP,4410,Reserved
TCP,4411,Found Messaging Protocol
UDP,4411,Reserved
TCP,4412,Reserved
UDP,4412,SmallChat
TCP,4413,AVI Systems NMS
UDP,4413,AVI Systems NMS
TCP,4414,Updog Monitoring and Status Framework
UDP,4414,Reserved
TCP,4415,Brocade Virtual Router Request
UDP,4415,Reserved
TCP,4416,PJJ Media Player
UDP,4416,PJJ Media Player discovery
TCP,4417,Workflow Director Communication
UDP,4417,Reserved
TCP,4418,Reserved
UDP,4418,AXYS communication protocol
TCP,4419,Colnod Binary Protocol
UDP,4419,Reserved
TCP,4420,NVM Express over Fabrics storage access
UDP,4420,NVM Express over Fabrics storage access
TCP,4421,Multi-Platform Remote Management for Cloud Infrastructure
UDP,4421,Reserved
TCP,4422,TSEP Installation Service Protocol
UDP,4422,Reserved
TCP,4423,thingkit secure mesh
UDP,4423,Reserved
TCP,4425,NetROCKEY6 SMART Plus Service
UDP,4425,NetROCKEY6 SMART Plus Service
TCP,4426,SMARTS Beacon Port
UDP,4426,SMARTS Beacon Port
TCP,4427,Drizzle database server
UDP,4427,Reserved
TCP,4428,OMV-Investigation Server-Client
UDP,4428,Reserved
TCP,4429,OMV Investigation Agent-Server
UDP,4429,Reserved
TCP,4430,REAL SQL Server
UDP,4430,REAL SQL Server
TCP,4431,adWISE Pipe
UDP,4431,Reserved
TCP,4432,L-ACOUSTICS management
UDP,4432,L-ACOUSTICS management
TCP,4433,Versile Object Protocol
UDP,4433,Reserved
TCP,4441,Reserved
UDP,4441,Netblox Protocol
TCP,4442,Saris
UDP,4442,Saris
TCP,4443,Pharos
UDP,4443,Pharos
TCP,4444,NV Video default
UDP,4444,NV Video default
TCP,4445,UPNOTIFYP
UDP,4445,UPNOTIFYP
TCP,4446,N1-FWP
UDP,4446,N1-FWP
TCP,4447,N1-RMGMT
UDP,4447,N1-RMGMT
TCP,4448,ASC Licence Manager
UDP,4448,ASC Licence Manager
TCP,4449,PrivateWire
UDP,4449,PrivateWire
TCP,4450,Common ASCII Messaging Protocol
UDP,4450,Common ASCII Messaging Protocol
TCP,4451,CTI System Msg
UDP,4451,CTI System Msg
TCP,4452,CTI Program Load
UDP,4452,CTI Program Load
TCP,4453,NSS Alert Manager
UDP,4453,NSS Alert Manager
TCP,4454,NSS Agent Manager
UDP,4454,NSS Agent Manager
TCP,4455,PR Chat User
UDP,4455,PR Chat User
TCP,4456,PR Chat Server
UDP,4456,PR Chat Server
TCP,4457,PR Register
UDP,4457,PR Register
TCP,4458,Matrix Configuration Protocol
UDP,4458,Matrix Configuration Protocol
TCP,4460,Network Time Security Key Establishment
UDP,4460,Reserved
TCP,4484,hpssmgmt service
UDP,4484,hpssmgmt service
TCP,4485,Assyst Data Repository Service
UDP,4485,Reserved
TCP,4486,Integrated Client Message Service
UDP,4486,Integrated Client Message Service
TCP,4487,Protocol for Remote Execution over TCP
UDP,4487,Reserved
TCP,4488,Apple Wide Area Connectivity Service ICE Bootstrap
UDP,4488,Apple Wide Area Connectivity Service ICE Bootstrap
TCP,4500,IPsec NAT-Traversal
UDP,4500,IPsec NAT-Traversal
SCTP,4502,A25 (FAP-FGW)
TCP,4534,Reserved
UDP,4534,Armagetron Advanced Game Server
TCP,4535,Event Heap Server
UDP,4535,Event Heap Server
TCP,4536,Event Heap Server SSL
UDP,4536,Event Heap Server SSL
TCP,4537,WSS Security Service
UDP,4537,WSS Security Service
TCP,4538,Software Data Exchange Gateway
UDP,4538,Software Data Exchange Gateway
TCP,4545,WorldScores
UDP,4545,WorldScores
TCP,4546,SF License Manager (Sentinel)
UDP,4546,SF License Manager (Sentinel)
TCP,4547,Lanner License Manager
UDP,4547,Lanner License Manager
TCP,4548,Synchromesh
UDP,4548,Synchromesh
TCP,4549,Aegate PMR Service
UDP,4549,Aegate PMR Service
TCP,4550,Perman I Interbase Server
UDP,4550,Perman I Interbase Server
TCP,4551,MIH Services
UDP,4551,MIH Services
TCP,4552,Men and Mice Monitoring
UDP,4552,Men and Mice Monitoring
TCP,4553,ICS host services
UDP,4553,Reserved
TCP,4554,MS FRS Replication
UDP,4554,MS FRS Replication
TCP,4555,RSIP Port
UDP,4555,RSIP Port
TCP,4556,DTN Bundle TCP CL Protocol
UDP,4556,DTN Bundle UDP CL Protocol
DCCP,4556,DTN Bundle DCCP CL Protocol
TCP,4557,Reserved
UDP,4557,Marathon everRun Quorum Service Server
TCP,4558,Reserved
UDP,4558,Marathon everRun Quorum Service Manager
TCP,4559,HylaFAX
UDP,4559,HylaFAX
TCP,4563,Amahi Anywhere
UDP,4563,Reserved
TCP,4566,Kids Watch Time Control Service
UDP,4566,Kids Watch Time Control Service
TCP,4567,TRAM
UDP,4567,TRAM
TCP,4568,BMC Reporting
UDP,4568,BMC Reporting
TCP,4569,Inter-Asterisk eXchange
UDP,4569,Inter-Asterisk eXchange
TCP,4570,Service to distribute and update within a site deployment information for Oracle Communications Suite
UDP,4570,Reserved
TCP,4573,A port for communication between a server and client for a custom backup system
UDP,4573,Reserved
TCP,4590,RID over HTTP/TLS
UDP,4590,Reserved
TCP,4591,HRPD L3T (AT-AN)
UDP,4591,HRPD L3T (AT-AN)
TCP,4592,Reserved
UDP,4592,HRPD-ITH (AT-AN)
TCP,4593,IPT (ANRI-ANRI)
UDP,4593,IPT (ANRI-ANRI)
TCP,4594,IAS-Session (ANRI-ANRI)
UDP,4594,IAS-Session (ANRI-ANRI)
TCP,4595,IAS-Paging (ANRI-ANRI)
UDP,4595,IAS-Paging (ANRI-ANRI)
TCP,4596,IAS-Neighbor (ANRI-ANRI)
UDP,4596,IAS-Neighbor (ANRI-ANRI)
TCP,4597,A21 (AN-1xBS)
UDP,4597,A21 (AN-1xBS)
TCP,4598,A16 (AN-AN)
UDP,4598,A16 (AN-AN)
TCP,4599,A17 (AN-AN)
UDP,4599,A17 (AN-AN)
TCP,4600,Piranha1
UDP,4600,Piranha1
TCP,4601,Piranha2
UDP,4601,Piranha2
TCP,4602,EAX MTS Server
UDP,4602,Reserved
TCP,4603,Men & Mice Upgrade Agent
UDP,4603,Reserved
TCP,4604,Identity Registration Protocol
UDP,4604,Reserved
TCP,4605,Direct End to End Secure Chat Protocol
UDP,4605,Reserved
TCP,4606,Secure ID to IP registration and lookup
UDP,4606,Reserved
TCP,4621,Reserved
UDP,4621,Bidirectional single port remote radio VOIP and Control stream
TCP,4646,"""Distributed Denial-of-Service Open Threat Signaling (DOTS) Signal Channel Protocol. The service name is used to construct the SRV service names """"_dots-signal._udp"""" and """"_dots-signal._tcp"""" for discovering DOTS servers used to establish DOTS signal channel."""
UDP,4646,"""Distributed Denial-of-Service Open Threat Signaling (DOTS) Signal Channel Protocol. The service name is used to construct the SRV service names """"_dots-signal._udp"""" and """"_dots-signal._tcp"""" for discovering DOTS servers used to establish DOTS signal channel."""
TCP,4658,PlayStation2 App Port
UDP,4658,PlayStation2 App Port
TCP,4659,PlayStation2 Lobby Port
UDP,4659,PlayStation2 Lobby Port
TCP,4660,smaclmgr
UDP,4660,smaclmgr
TCP,4661,Kar2ouche Peer location service
UDP,4661,Kar2ouche Peer location service
TCP,4662,OrbitNet Message Service
UDP,4662,OrbitNet Message Service
TCP,4663,Note It! Message Service
UDP,4663,Note It! Message Service
TCP,4664,Rimage Messaging Server
UDP,4664,Rimage Messaging Server
TCP,4665,Container Client Message Service
UDP,4665,Container Client Message Service
TCP,4666,E-Port Message Service
UDP,4666,E-Port Message Service
TCP,4667,MMA Comm Services
UDP,4667,MMA Comm Services
TCP,4668,MMA EDS Service
UDP,4668,MMA EDS Service
TCP,4669,E-Port Data Service
UDP,4669,E-Port Data Service
TCP,4670,Light packets transfer protocol
UDP,4670,Light packets transfer protocol
TCP,4671,Bull RSF action server
UDP,4671,Bull RSF action server
TCP,4672,remote file access server
UDP,4672,remote file access server
TCP,4673,CXWS Operations
UDP,4673,CXWS Operations
TCP,4674,AppIQ Agent Management
UDP,4674,AppIQ Agent Management
TCP,4675,BIAP Device Status
UDP,4675,BIAP Device Status
TCP,4676,BIAP Generic Alert
UDP,4676,BIAP Generic Alert
TCP,4677,Business Continuity Servi
UDP,4677,Business Continuity Servi
TCP,4678,boundary traversal
UDP,4678,boundary traversal
TCP,4679,MGE UPS Supervision
UDP,4679,MGE UPS Supervision
TCP,4680,MGE UPS Management
UDP,4680,MGE UPS Management
TCP,4681,Parliant Telephony System
